0,6796044077,41619683,41621121,2612962520,2704830008,2704830006,2704830004,2704830002,2704829996,2704829994,2704829992,2704829988,8995567841,2704829986,2704829984,7243234049,7243234050,7243234012,2488372372,2488372371,7241600540,4104818044,4104818042,2488372365,2488372362,255820887,2714317928,41573995,2704829974,41529701,335595768,2704829953,2704829949,5013837645,41573985,2300341851,2671959143,330691322,41573982,41573980,330683940,330683969,41573974,7241586275,7241586272,7241586266,7241586262,4084525376,41573962,41573960,41573957,41573955,41190841,41573952,41573949,41573946,41573944,41573941,41573938,41573935,41573932,2704838939,41492519,41329910,41573922,5078563599,41573920,7235811039,8121993421,41565873,8121993422,41573917,2974049890,41573911,41573908,41573906,41573904,41573902,41573899,41573897,41501559,41573893,41573884,41573880,41573876,8703186560,8703186562,8703186564,8703186565,8703186569,8703186571,8937701845,41573854,41573850,41494603,41573845,41573841,41632088,41632092,41588018,41588020,41588022,41588026,315890652,42260149,42669900,41650341,41956736,41967419,41967416
1,41583578,41493635,41493632,42018062,41906674,41707095,41707097,41583584,8912567787,8912567788,8912567724,8912567725,41575371,335748066,8912567798,8912567806,1019377800,4347918224,2454749989,2454749990,2454749991,4347899757,41633386,41203110,41633373,41633368,5065152550,41633364,41633361,41633360,3790080686,41633351,256518262,924665500,41633341,5671451785,2941419364,41563619,41222556,42304379,41942087,2974049890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41941394,41564200,41679954,41941371,6326459974,6326459969,41756565,2974049890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7656686887,7239027058,256520541,41937132,41520498,42407866,41757565,3643264305,41913743,42577031,42386965,42561810,42577045,924665500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41907762,41907713,41907709,41757589,42019698,41190651,41913756,42417717,42303912,42439033,42439030,41633360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41757581,41674338,42358860,41913701,41633803,41633797,41633795,41633784,41633780,42001941,42001935,41633351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42019813,42019812,42001889,42001892,5199796217,9055770762,9055770761,41567905,8897337439,8897337438,41633351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41633733,41633731,41567356,42306222,42306210,42409036,42018131,41520559,42018126,41633341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42417741,42316566,42019830,41567896,42228447,42228442,41592166,3790080686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41567527,41567523,41855193,41567866,8918491602,41855169,256518262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42293762,41652363,41740866,41740868,41855880,42211746,42304379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5757821172,5757821173,41498685,41702819,8912567781,8912567788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41686984,6503113514,1789501290,6503113508,3029060836,41633364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3345713591,3345713588,321297975,41565855,41662641,41222556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41662650,41662648,41662647,41653455,5201685457,41222556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41707103,41702786,42018073,42018069,42018062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41707108,41498726,41702799,42018200,41493635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
